id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73,d_74,d_75,d_76,d_77,d_78,d_79,d_80,d_81,d_82,d_83,d_84,d_85,d_86,d_87,d_88,d_89,d_90,d_91,d_92,d_93,d_94,d_95,d_96,d_97,d_98,d_99,d_100,d_101,d_102,d_103,d_104,d_105,d_106,d_107,d_108,d_109,d_110,d_111,d_112,d_113,d_114,d_115,d_116,d_117,d_118,d_119,d_120,d_121,d_122,d_123,d_124,d_125,d_126,d_127,d_128,d_129,d_130,d_131,d_132,d_133,d_134,d_135,d_136,d_137,d_138,d_139,d_140,d_141,d_142,d_143,d_144,d_145,d_146,d_147,d_148,d_149,d_150,d_151,d_152,d_153,d_154,d_155,d_156,d_157,d_158,d_159,d_160,d_161,d_162,d_163,d_164,d_165,d_166,d_167,d_168,d_169,d_170,d_171,d_172,d_173,d_174,d_175,d_176,d_177,d_178,d_179,d_180,d_181,d_182,d_183,d_184,d_185,d_186,d_187,d_188,d_189,d_190,d_191,d_192,d_193,d_194,d_195,d_196,d_197,d_198,d_199,d_200,d_201,d_202,d_203,d_204,d_205,d_206,d_207,d_208,d_209,d_210,d_211,d_212,d_213,d_214,d_215,d_216,d_217,d_218,d_219,d_220,d_221,d_222,d_223,d_224,d_225,d_226,d_227,d_228,d_229,d_230,d_231,d_232,d_233,d_234,d_235,d_236,d_237,d_238,d_239,d_240,d_241,d_242,d_243,d_244,d_245,d_246,d_247,d_248,d_249,d_250,d_251,d_252,d_253,d_254,d_255,d_256,d_257,d_258,d_259,d_260,d_261,d_262,d_263,d_264,d_265,d_266,d_267,d_268,d_269,d_270,d_271,d_272,d_273,d_274,d_275,d_276,d_277,d_278,d_279,d_280,d_281,d_282,d_283,d_284,d_285,d_286,d_287,d_288,d_289,d_290,d_291,d_292,d_293,d_294,d_295,d_296,d_297,d_298,d_299,d_300,d_301,d_302,d_303,d_304,d_305,d_306,d_307,d_308,d_309,d_310,d_311,d_312,d_313,d_314,d_315,d_316,d_317,d_318,d_319,d_320,d_321,d_322,d_323,d_324,d_325,d_326,d_327,d_328,d_329,d_330,d_331,d_332,d_333,d_334,d_335,d_336,d_337,d_338,d_339,d_340,d_341,d_342,d_343,d_344,d_345,d_346,d_347,d_348,d_349,d_350,d_351,d_352,d_353,d_354,d_355,d_356,d_357,d_358,d_359,d_360,d_361,d_362,d_363,d_364,d_365
HOUSEHOLD_3_006_CA_2_validation,HOUSEHOLD_3_006,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,41,41,53,43,53,49,36,36,39,57,49,64,48,31,34,35,61,56,61,54,54,39,20,57,64,47,50,54,39,23,62,62,65,44,43,42,41,50,52,60,51,34,29,45,66,63,65,48,22,39,46,38,47,50,41,46,48,45,56,43,40,52,28,43,38,45,31,62,50,36,30,39,35,72,72,28,37,38,36,42,47,54,52,46,44,46,40,60,58,19,44,39,29,60,76,66,31,34,42,33,49,51,63,61,45,48,44,48,64,80,54,51,41,35,49,85,62,60,55,48,44,71,56,57,36,30,40,40,58,58,57,56,31,41,49,50,62,79,35,36,35,44,36,85,63,59,55,35,39,51,68,57,60,42,39,48,63,73,59,64,35,51,44,41,71,47,46,47,34,21,53,73,60,50,43,34,56,59,64,55,46,42,43,50,46,73,76,44,39,30,54,62,63,58,40,47,40,33,47,82,61,38,47,37,46,74,44,57,53,46,55,41,59,79,58,57,50,45,25,48,76,66,60,54,47,48,63,66,68,41,61,33,24,83,72,81,60,57,50,47,31,60,32,44,43,44,34,54,67,74,61,50,51,44,73,103,35,66,36,47,45,66,75,70,58,45,28,43,50,63,57,33,45,46,50,53,101,79,42,44,65,50,54,91,53,49,26,52,33,59,53,75,54,35,42,45,66,102,90,48,43,33,35,72,53,70,52,42,35,27,45,77,82,74,54,53,59,66,94,68,64,53,45,59,47,66,91,68,51,51,50,67,84,61,71,49,39,47,67,86,89,53,51,40,48,52,71,90,59,67,60,48,68,77,91,62,62,43,33,70,93,77,65,43,59
HOUSEHOLD_3_007_CA_2_validation,HOUSEHOLD_3_007,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,4,5,5,6,6,3,4,2,3,5,8,8,4,4,5,2,6,5,6,4,4,4,4,6,7,9,3,6,4,4,5,6,7,6,5,3,7,7,8,6,4,4,5,3,4,8,7,4,3,5,4,4,5,6,6,5,5,2,6,9,8,5,7,5,5,5,6,5,5,4,2,3,5,8,6,5,3,4,5,6,5,5,6,4,4,3,6,7,6,4,5,4,4,4,10,8,3,4,5,3,5,8,6,6,4,2,5,7,11,4,6,3,6,4,4,9,6,5,5,6,6,5,9,7,4,4,7,4,7,7,6,5,4,3,3,7,7,7,5,5,5,3,6,9,8,4,5,6,4,6,9,5,7,5,5,3,7,8,9,5,4,4,4,4,10,9,5,4,3,5,8,7,7,6,7,5,4,6,5,5,4,6,4,4,5,8,10,5,4,5,6,5,6,6,6,6,6,3,5,7,8,4,4,4,5,7,9,9,5,4,3,3,6,7,9,6,4,5,3,8,7,6,7,6,3,5,5,7,8,6,6,5,4,7,8,10,6,4,4,5,8,11,7,5,4,5,7,7,5,6,5,4,4,5,7,10,9,3,4,5,5,8,8,8,6,5,5,6,6,8,8,8,4,7,3,6,10,10,4,4,5,7,8,8,4,6,6,5,4,7,7,11,8,6,5,4,7,12,9,6,6,6,5,8,10,9,6,5,4,4,4,7,6,5,7,5,5,7,12,7,6,5,6,6,7,11,8,6,7,6,4,8,8,8,7,5,6,6,6,10,11,5,6,4,6,8,8,12,8,6,6,6,5,9,9,6,6,7,4,7,7,5,7,6,5
HOUSEHOLD_3_008_CA_2_validation,HOUSEHOLD_3_008,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,24,27,32,51,49,47,28,28,21,36,40,57,40,25,24,26,50,45,45,47,35,22,18,41,75,60,39,38,36,19,42,65,68,40,24,35,33,48,56,66,38,34,30,30,43,53,56,22,33,35,31,31,58,49,43,38,34,30,44,56,62,61,27,15,27,34,62,64,44,32,37,38,48,60,49,29,42,44,22,49,45,55,28,40,36,36,48,56,58,35,39,29,35,41,60,48,37,33,24,37,43,41,45,34,38,32,37,33,60,55,36,37,33,39,44,68,60,30,35,39,33,45,58,58,37,34,40,33,43,57,58,40,37,22,34,43,67,52,53,41,29,24,44,57,35,40,34,36,46,30,68,59,37,37,41,34,28,62,62,38,44,42,42,55,88,67,43,43,36,31,36,57,64,35,41,33,34,46,62,80,38,38,35,24,55,50,71,36,41,49,37,42,50,31,40,28,36,31,48,47,50,48,41,23,40,37,42,54,64,36,37,39,39,65,47,48,42,39,36,67,64,63,47,31,31,27,40,55,55,42,44,47,43,51,51,69,39,43,40,28,43,68,56,70,36,30,36,46,41,68,53,47,40,35,51,61,51,59,51,43,33,55,60,55,45,44,35,35,63,42,71,44,37,36,36,59,66,53,52,40,43,38,39,72,40,45,33,23,38,59,64,75,46,43,32,41,56,59,45,32,50,30,48,43,61,95,42,34,37,26,48,67,73,52,43,57,42,67,78,78,58,49,45,49,46,56,42,52,53,32,32,67,76,70,52,41,28,43,75,71,48,46,51,49,50,64,40,65,34,49,47,32,50,59,73,48,38,48,43,62,47,56,55,29,28
HOUSEHOLD_3_009_CA_2_validation,HOUSEHOLD_3_009,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,15,14,21,27,28,23,20,18,17,35,25,27,13,17,14,14,17,21,28,24,16,10,17,25,34,22,18,15,15,14,21,28,28,18,18,15,11,26,26,18,24,18,20,18,18,36,18,20,17,15,21,25,22,21,31,18,15,21,15,39,24,24,18,12,18,29,16,22,27,21,20,21,27,32,35,20,20,22,15,32,33,22,21,14,19,16,20,20,24,22,19,13,18,20,38,36,21,27,19,13,31,42,36,19,15,18,27,19,37,29,27,15,18,15,21,37,23,24,21,16,16,27,32,30,22,19,20,24,28,32,24,21,17,17,11,26,47,32,27,25,19,18,19,34,31,19,26,17,30,28,33,43,13,20,18,18,27,32,40,26,24,22,14,27,35,24,28,13,31,19,22,38,36,34,30,15,18,22,39,41,18,22,18,23,29,43,29,24,24,20,21,34,49,29,35,20,25,18,21,43,32,31,26,23,22,33,42,30,27,29,21,18,24,41,31,27,21,26,21,36,45,32,32,21,23,17,31,38,36,18,13,16,22,32,44,30,27,20,28,17,35,34,44,27,24,18,30,34,40,35,22,26,22,21,34,38,34,33,19,15,17,30,42,29,46,24,23,15,20,24,44,33,24,17,20,37,33,28,24,22,26,12,30,32,31,31,17,23,23,33,43,39,31,20,29,16,32,32,23,24,23,29,29,29,27,26,31,28,20,16,36,29,32,30,14,27,32,31,38,36,28,21,18,20,31,31,26,25,18,26,6,23,50,34,29,24,20,27,27,32,41,17,23,21,21,28,42,44,30,23,27,26,33,48,19,28,27,17,23,37,38,42,34,32,30
HOUSEHOLD_3_010_CA_2_validation,HOUSEHOLD_3_010,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,30,20,27,25,46,21,27,26,15,28,28,39,28,25,20,28,28,28,30,17,22,19,26,35,41,44,21,27,17,20,33,36,49,26,30,23,23,29,42,50,38,23,23,23,36,56,47,27,28,26,20,38,20,46,31,16,19,13,43,33,45,35,26,21,26,34,49,29,36,34,24,19,29,36,37,25,29,28,22,20,46,27,31,27,24,27,35,45,46,27,25,31,27,30,25,42,33,20,21,22,36,64,49,21,25,25,27,28,48,36,34,28,37,29,43,34,36,33,21,32,25,42,48,41,30,23,22,29,39,55,36,38,27,30,31,49,54,43,35,35,30,23,39,56,56,32,22,17,29,24,47,50,31,20,20,21,34,56,42,46,35,29,25,32,46,47,34,26,22,35,40,49,46,40,26,27,22,36,39,34,22,39,26,29,37,51,25,30,36,39,24,34,56,47,33,29,25,23,37,49,46,29,38,19,29,33,39,41,23,32,38,23,54,39,40,43,23,27,36,28,53,48,21,27,43,28,40,50,62,27,26,28,30,39,50,39,38,19,26,23,29,31,47,37,34,35,34,22,55,47,36,30,26,31,31,60,41,20,32,22,21,44,58,44,21,35,28,36,54,34,69,24,28,36,24,32,32,34,29,37,40,24,36,40,32,25,24,30,25,36,54,46,27,38,18,24,53,54,30,24,30,27,33,49,45,46,29,31,24,29,35,57,57,46,33,35,26,33,37,51,21,39,29,27,46,32,46,48,31,23,27,51,44,33,33,24,17,34,49,56,57,34,42,27,30,34,37,42,54,44,37,27,37,71,49,43,30,30,35,35,57,42,42,29,43
FOODS_1_001_TX_1_validation,FOODS_1_001,FOODS_1,FOODS,TX_1,TX,5,3,5,10,10,5,2,4,4,6,9,7,7,4,6,6,5,6,8,4,4,6,5,9,8,7,6,5,5,4,5,9,5,5,5,2,5,4,9,6,5,6,7,5,4,10,7,6,6,2,5,6,10,9,4,7,5,3,7,10,6,8,3,4,4,8,8,6,6,6,6,4,7,7,11,7,7,6,5,5,10,8,8,6,6,3,7,8,8,5,5,6,4,7,6,7,7,4,6,6,6,14,10,5,6,5,4,5,11,7,6,4,4,5,7,4,8,5,7,9,4,4,9,8,9,8,6,4,8,9,9,4,7,5,5,6,8,9,4,7,4,3,10,7,7,8,8,4,4,6,11,11,5,7,5,5,5,9,8,6,6,4,4,8,12,9,7,7,6,4,6,8,12,7,6,6,4,10,10,10,4,7,5,4,6,7,6,7,5,6,7,7,5,8,8,6,7,6,4,10,9,8,8,7,6,9,9,6,7,7,4,7,9,7,12,6,5,7,5,11,8,6,6,7,5,4,8,7,10,6,7,4,7,7,11,11,5,7,4,4,11,12,13,6,6,7,5,7,8,10,5,5,6,5,9,9,8,8,5,5,5,7,14,7,9,7,8,9,10,12,7,5,7,4,6,4,13,9,7,5,4,7,10,10,11,7,7,7,6,10,11,10,6,6,7,4,10,10,8,6,7,6,8,6,9,9,6,7,7,6,11,8,10,6,7,7,5,7,12,10,7,8,7,5,7,8,10,5,7,8,5,7,15,13,6,7,7,6,12,11,10,9,8,8,7,6,10,12,8,8,9,4,10,10,12,8,10,7,5,9,12,13,8,11,6
FOODS_1_002_TX_1_validation,FOODS_1_002,FOODS_1,FOODS,TX_1,TX,38,41,56,66,60,34,30,42,30,43,68,85,42,59,39,41,61,79,65,44,49,43,34,66,71,52,39,59,36,43,56,75,85,56,49,38,33,77,66,60,50,44,53,42,38,58,62,58,30,45,44,62,66,76,40,51,40,39,53,77,49,57,51,39,39,44,52,66,51,41,31,43,50,58,80,39,49,29,28,59,64,49,59,48,24,47,43,46,54,49,45,28,28,46,60,75,46,52,52,44,21,66,63,50,26,36,29,45,67,56,42,44,39,42,51,49,52,48,42,31,46,60,63,64,40,54,62,36,71,60,60,66,45,50,39,36,107,65,53,40,51,47,39,76,80,65,53,51,37,43,69,51,45,40,36,47,46,101,82,65,41,47,33,61,48,84,46,51,50,38,49,73,81,52,54,53,41,58,77,86,50,60,48,37,59,59,51,61,57,46,44,53,79,99,66,48,45,40,43,69,81,44,46,36,51,45,86,87,51,43,51,58,77,76,59,53,33,42,48,57,69,72,53,58,35,49,61,85,53,66,56,64,37,55,51,61,73,54,41,46,61,49,48,69,59,34,44,54,97,81,44,53,48,45,56,81,62,44,39,38,50,69,105,72,66,52,52,54,71,83,66,61,67,51,43,75,59,70,47,51,62,53,40,72,53,71,47,51,48,67,35,82,52,62,52,53,56,64,91,66,56,53,51,48,102,75,58,49,25,53,53,86,65,56,50,42,46,60,67,97,50,60,58,57,59,81,76,67,52,56,46,82,85,77,65,73,45,59,56,86,67,57,48,59,44,75,77,80,80,47,45,47,68,97,81,65,43,56,53,78,81,81,71,44,34
FOODS_1_003_TX_1_validation,FOODS_1_003,FOODS_1,FOODS,TX_1,TX,22,25,23,36,23,20,20,16,22,29,29,15,19,26,19,22,34,36,37,20,26,19,15,36,32,26,25,16,15,18,18,30,22,28,28,14,27,30,35,21,16,21,19,18,26,28,29,24,32,11,20,27,34,33,33,23,14,20,25,29,32,23,20,20,14,30,33,33,20,17,19,19,24,35,18,34,18,16,24,20,36,24,23,21,18,23,35,29,33,18,23,24,20,24,33,29,24,19,22,15,12,43,32,25,19,19,16,34,32,22,28,28,20,26,29,35,32,28,28,24,21,28,41,29,18,24,17,14,37,12,38,20,19,24,30,32,29,33,24,13,22,18,33,34,44,28,24,31,22,38,28,20,27,29,17,19,19,37,34,29,21,21,24,30,40,40,30,34,24,23,27,38,26,23,29,15,27,27,31,33,30,24,31,23,33,42,36,25,25,24,21,37,47,27,32,24,21,25,32,31,41,27,28,23,25,36,48,31,37,24,17,23,29,34,36,32,26,30,21,33,41,50,22,22,33,21,21,55,29,28,30,28,18,46,43,36,22,28,31,21,20,34,34,19,28,27,19,36,32,27,22,21,28,25,25,34,50,33,18,31,33,31,38,34,27,30,21,26,32,36,40,27,22,24,23,29,34,38,30,28,26,29,25,54,28,36,29,22,12,22,36,42,26,26,23,24,23,39,42,44,31,24,20,35,34,40,31,25,30,23,30,37,29,21,30,33,34,40,46,41,38,25,35,24,35,42,48,30,29,19,23,40,35,39,30,24,31,27,39,52,40,40,21,25,25,22,55,33,31,32,38,16,38,41,45,37,30,26,19,27,50,33,33,35,19
FOODS_1_004_TX_1_validation,FOODS_1_004,FOODS_1,FOODS,TX_1,TX,27,25,37,27,38,24,16,22,17,19,31,27,22,17,20,18,31,41,36,25,22,18,17,33,24,34,24,26,16,21,31,23,27,26,26,23,23,23,25,35,20,20,27,22,26,32,39,28,18,14,30,22,42,46,28,21,16,15,32,49,32,24,28,20,23,30,35,35,37,28,28,18,37,44,25,30,22,16,23,34,40,35,26,37,18,26,31,32,36,20,22,23,15,34,32,26,22,36,14,24,26,37,41,31,22,17,25,35,38,40,26,21,24,25,33,44,31,38,24,24,17,30,45,43,38,29,26,21,27,49,45,23,30,28,18,35,32,19,28,28,24,37,35,42,41,27,31,27,25,28,28,35,31,24,26,22,35,33,40,26,18,24,31,23,43,45,44,24,22,18,41,35,36,19,32,31,28,22,48,26,31,28,27,27,33,26,44,31,22,18,32,42,49,34,15,32,28,23,41,51,41,31,28,30,20,37,35,51,34,24,27,20,45,58,46,41,29,31,31,34,45,48,35,24,15,24,20,35,34,28,33,32,28,39,50,20,32,18,30,14,34,50,32,38,32,29,29,33,46,42,32,25,20,24,33,38,49,25,28,34,30,44,40,49,25,27,26,23,33,41,34,38,28,29,27,36,47,40,42,34,28,24,35,50,56,24,34,34,18,35,36,47,31,29,26,30,38,49,45,37,28,38,20,24,30,25,38,33,35,21,43,48,45,38,26,44,34,33,37,43,35,37,22,29,26,52,43,47,21,37,18,27,32,47,26,22,30,30,38,47,61,35,36,30,21,42,42,44,37,19,20,33,33,43,47,32,34,29,29,33,51,56,31,37,29
FOODS_1_005_TX_1_validation,FOODS_1_005,FOODS_1,FOODS,TX_1,TX,17,22,26,22,31,21,25,22,22,23,26,30,26,16,21,20,32,25,33,21,17,27,20,33,28,40,21,24,16,14,25,43,38,24,20,21,15,26,33,31,26,24,10,16,22,32,30,27,23,25,18,22,32,31,24,20,25,23,32,27,36,32,26,18,18,18,43,25,22,24,21,21,23,25,33,20,24,17,19,36,36,27,27,21,17,20,34,39,31,18,25,23,13,19,46,34,18,27,26,17,22,36,34,24,17,20,18,19,42,26,32,23,18,22,27,45,47,27,22,28,19,25,45,39,23,24,20,23,31,27,34,18,16,19,18,18,27,23,22,26,28,25,31,39,33,25,30,25,21,18,42,39,23,24,21,18,31,29,48,29,23,27,24,25,33,18,21,27,23,19,31,33,24,21,35,22,21,32,45,33,33,23,23,19,34,27,37,30,29,25,17,33,44,40,26,23,28,22,24,35,46,20,31,23,16,35,33,36,17,31,22,19,31,45,34,32,25,24,18,37,44,40,34,20,24,27,30,40,37,30,15,24,24,33,52,32,37,23,17,29,37,41,32,27,27,31,16,30,38,33,25,34,20,23,24,47,33,16,31,21,29,38,39,40,29,18,31,22,32,41,36,32,25,22,21,42,41,50,23,23,22,23,27,40,39,35,19,29,27,26,34,41,25,34,25,18,25,29,37,29,29,31,24,41,35,27,34,30,26,27,17,38,48,28,30,39,29,30,27,45,18,23,22,23,35,35,47,39,26,31,21,26,52,41,33,37,29,36,34,56,39,23,32,26,34,37,51,27,35,27,22,31,25,46,35,32,26,25,25,27,52,46,25,36,30
FOODS_1_006_TX_1_validation,FOODS_1_006,FOODS_1,FOODS,TX_1,TX,8,8,10,15,15,10,9,9,9,11,9,10,12,8,7,8,11,13,15,7,5,11,6,7,13,13,9,8,6,9,7,14,14,11,9,6,7,9,9,14,8,9,8,6,8,13,10,12,11,10,8,11,11,15,13,8,8,7,10,11,12,11,10,9,4,11,16,13,13,9,9,6,13,17,11,7,8,7,9,10,17,9,9,8,9,5,11,14,15,10,7,5,7,8,11,12,12,7,5,7,11,14,12,10,10,7,10,11,18,15,8,6,11,7,12,13,18,11,7,9,10,10,10,16,9,6,7,9,13,16,11,13,11,10,7,10,16,16,9,13,9,10,9,16,11,11,11,10,7,7,17,13,10,8,9,9,15,9,10,12,5,8,13,12,18,9,13,9,10,10,11,17,11,11,11,8,7,11,19,18,13,13,10,9,7,13,16,13,7,9,13,12,21,16,13,8,6,10,13,16,11,11,9,9,10,15,17,16,12,10,8,9,15,16,12,9,8,7,15,11,16,15,15,11,11,10,14,18,13,10,11,9,10,10,12,11,12,7,14,13,16,16,14,13,12,11,7,13,19,8,9,12,9,9,16,17,14,11,10,8,9,10,16,14,13,14,11,10,14,14,18,13,11,11,10,14,21,14,16,7,12,10,11,21,10,17,16,10,8,12,21,15,5,12,12,11,16,23,16,17,11,13,10,20,20,16,9,12,9,11,16,22,18,13,14,14,8,19,22,14,8,14,11,9,15,22,10,13,12,14,12,17,16,19,12,11,12,10,15,23,16,10,9,8,14,16,22,20,12,16,9,15,15,25,13,12,8,13,11,20,17,22,13,12,10
FOODS_1_007_TX_1_validation,FOODS_1_007,FOODS_1,FOODS,TX_1,TX,33,30,51,59,53,26,44,34,34,39,48,71,27,30,46,38,43,74,60,44,40,39,37,68,57,54,32,38,50,41,42,60,41,34,40,33,27,52,60,38,25,34,25,21,59,60,54,42,30,40,34,41,54,43,40,37,34,35,48,65,68,49,47,31,32,55,71,50,50,32,41,35,35,57,84,46,59,27,41,24,63,66,53,34,46,32,48,58,45,60,41,47,44,40,79,65,36,45,31,48,59,63,75,31,35,37,53,40,42,43,55,37,38,43,49,68,67,42,40,41,44,43,26,69,55,44,42,33,57,77,62,71,29,41,29,61,45,45,41,45,35,33,50,63,81,54,40,58,42,42,71,69,41,34,41,36,69,78,55,52,54,29,31,53,68,62,45,41,44,48,48,102,89,62,49,58,37,45,61,51,50,47,43,39,56,93,72,59,46,28,25,77,62,57,52,50,48,54,71,59,78,46,44,33,26,55,57,78,47,48,55,28,47,73,70,62,53,44,43,60,50,64,53,50,35,30,53,100,56,63,61,44,35,62,75,55,45,51,52,38,56,82,65,49,39,37,64,55,93,91,50,50,45,28,39,74,62,72,45,62,38,80,81,76,47,53,60,41,54,70,91,62,62,48,43,63,91,66,68,51,23,50,44,88,82,57,53,56,38,69,93,95,42,52,37,34,64,77,87,50,47,48,36,51,93,63,67,55,32,48,66,83,69,44,63,45,36,66,65,58,51,43,38,51,59,97,60,36,51,65,49,101,83,76,31,54,49,41,60,77,70,79,46,49,41,71,81,69,34,53,45,44,47,102,86,73,63,54,35,85,65,70,65,59,54
FOODS_1_008_TX_1_validation,FOODS_1_008,FOODS_1,FOODS,TX_1,TX,31,31,39,52,62,38,33,36,33,51,66,57,48,31,33,33,45,92,64,49,34,34,37,58,47,48,39,38,40,37,49,48,51,30,44,35,25,67,28,53,52,33,36,36,24,45,53,41,27,35,37,58,61,44,46,43,34,31,42,66,53,45,32,36,26,41,60,47,39,44,34,31,38,53,55,48,26,42,31,46,69,81,47,35,38,37,34,47,61,48,42,41,32,58,83,49,32,38,43,39,49,33,49,53,25,37,31,55,41,54,45,37,42,24,38,58,61,49,41,31,31,60,88,65,48,31,39,23,62,70,58,34,42,26,34,54,54,58,66,26,32,34,44,69,65,46,42,24,40,52,55,79,45,43,38,24,40,61,72,42,43,43,31,41,56,51,36,49,44,29,53,61,59,47,29,24,37,47,63,53,47,28,40,18,44,59,38,59,41,34,52,54,71,59,42,44,17,23,36,34,67,40,53,38,31,50,80,57,58,51,35,33,45,49,42,42,20,30,41,36,83,68,65,60,46,33,33,45,86,32,40,50,30,66,65,64,44,34,46,42,60,80,56,53,51,44,35,56,39,67,36,43,37,38,35,77,74,38,31,33,44,52,65,61,41,46,54,31,60,67,62,62,53,41,46,34,37,54,38,42,51,37,64,82,40,56,55,53,39,55,72,64,39,37,48,39,56,86,66,38,66,40,37,59,69,65,44,54,53,56,78,42,74,38,58,46,34,43,62,55,65,47,34,44,61,70,84,58,51,27,38,65,78,69,59,51,51,45,66,84,68,53,49,34,29,65,83,69,57,54,49,48,44,100,74,64,54,36,37,53,93,57,40,53,62
FOODS_1_009_TX_1_validation,FOODS_1_009,FOODS_1,FOODS,TX_1,TX,42,23,57,78,39,42,38,22,30,58,48,73,44,31,35,23,49,56,49,29,37,37,24,56,62,45,41,44,45,44,63,43,47,30,46,34,42,33,51,46,53,43,21,31,56,73,60,44,31,44,26,32,62,51,49,42,49,37,57,50,64,41,35,30,45,47,51,64,39,33,58,26,66,51,64,43,45,27,24,56,39,44,43,29,28,32,27,44,73,53,58,42,45,45,60,63,27,44,33,32,59,43,59,49,36,38,36,58,61,44,40,38,32,37,51,65,48,46,51,41,44,51,56,70,33,36,38,41,63,75,69,54,50,30,53,62,62,65,34,39,37,34,59,66,46,35,25,47,35,59,107,50,50,54,36,35,57,100,69,39,36,36,24,50,66,62,33,46,32,36,44,82,53,61,44,44,39,44,73,57,51,48,56,42,63,77,60,55,42,38,30,60,60,71,48,41,34,49,49,90,53,64,45,49,29,40,72,51,62,47,36,32,51,61,71,49,55,47,33,50,57,53,32,53,53,32,43,78,54,63,38,24,39,49,72,61,56,49,45,42,55,51,71,58,49,41,45,58,81,65,36,44,35,37,57,86,75,53,58,44,43,52,56,74,35,37,45,34,57,74,60,52,47,34,46,34,100,75,63,53,44,35,57,85,57,54,30,37,34,77,54,74,69,57,58,56,59,81,71,58,52,60,45,47,83,79,44,39,54,38,54,68,73,65,54,41,54,69,90,83,48,39,42,51,45,56,45,40,41,47,33,67,77,42,54,50,64,45,38,80,73,61,75,41,38,66,105,81,51,59,63,37,48,78,76,70,45,51,58,64,71,80,52,53,45
FOODS_1_010_TX_1_validation,FOODS_1_010,FOODS_1,FOODS,TX_1,TX,34,36,32,56,65,31,39,31,31,62,39,63,38,34,28,39,45,56,56,41,23,32,40,33,47,51,36,38,28,31,47,68,70,41,53,35,40,66,62,41,44,34,35,48,36,65,47,41,45,39,33,42,65,77,36,55,46,45,51,76,46,38,46,40,34,24,57,44,49,38,33,55,59,76,84,52,34,31,43,29,62,33,46,47,40,43,69,62,92,47,49,34,48,61,83,60,34,45,25,34,52,95,64,47,41,28,37,52,52,46,42,42,36,29,54,72,62,41,47,38,28,62,70,59,32,36,56,26,49,66,65,33,44,26,38,45,55,72,45,47,44,48,40,79,62,44,33,45,31,58,93,75,61,37,47,29,50,91,55,59,52,50,29,59,66,77,32,47,43,23,44,43,54,54,46,43,31,66,69,64,58,35,44,43,48,78,70,48,43,46,46,55,85,73,32,32,52,38,57,86,65,50,37,46,45,49,57,100,49,39,49,40,43,78,54,67,50,41,41,66,74,94,62,50,35,39,62,60,84,41,40,39,47,47,46,82,47,36,37,55,49,71,61,39,40,32,49,58,109,58,43,61,54,45,45,99,67,48,58,44,32,58,62,27,43,42,34,47,49,81,52,63,35,24,53,48,101,77,62,58,46,44,74,77,59,60,28,58,54,73,93,69,53,36,62,39,63,80,51,35,49,42,42,73,80,82,59,46,37,46,61,91,69,51,47,38,57,74,58,83,34,59,40,47,37,59,79,47,41,60,64,73,61,98,38,47,48,62,73,71,59,67,45,50,32,69,86,55,68,56,55,41,64,80,71,58,64,58,34,75,99,72,63,56,40
